"","SampleID","NOAASampleNumber","NOAASetName","SampleType","Species","MPG","RiverSystem","Site","Habitat","SnohomishONLYRegion","LifeHistory","MeanCompFL_mm","MeanCompWt_g","CountOfHATCHERYfishInComp","CountOfNATURALfishInComp","%Natural","MajorityOrigin","CollectionDate","Lipids_%","HCB ","aHCH ","bHCH ","lindane ","SumHCHs ","achlor ","cno ","bchlor ","hept ","HPE ","no3 ","oxychlor ","tno ","SumCHLDs ","aldrin ","diel ","mirex ","eslf1 ","cb17 ","cb18 ","cb28 ","cb31 ","cb33 ","cb44 ","cb49 ","cb52 ","cb66 ","cb70 ","cb74 ","cb82 ","cb87 ","cb95 ","cb99 ","cb101 ","cb105 ","cb110 ","cb118 ","cb128 ","cb138 ","cb149 ","cb151 ","cb153 ","cb156 ","cb158 ","cb170 ","cb171 ","cb177 ","cb180 ","cb183 ","cb187 ","cb191 ","cb194 ","cb195 ","cb199 ","cb205 ","cb206 ","cb208 ","cb209 ","Sum40CBs ","TotalPCBs ","opDDD ","opdde ","opDDT ","ppDDD ","ppDDE ","ppDDT ","SumDDTs ","BDE28 ","BDE47 ","BDE49 ","BDE66 ","BDE85 ","BDE99 ","BDE100 ","BDE153 ","BDE154 ","BDE155 ","BDE183 ","SumBDE ","Br5DE04 ","Br5DE05 ","Br6DE01 ","Br7DE01 ","SampleFlag","SampleNote","Task_number","LabStartDate","InstDateCH","Project","PeakAreaN_Vs","PercentN","PercentN_Accuracy","PercentN_Precision","d15NvsAirN2_permil","d15N_Accuracy","d15N_Precision","PeakAreaC_Vs","PercentC","PercentC_Accuracy","PercentC_Precision","d13CvsVPDB_permil","d13C_Accuracy","d13C_Precision","PeakAreaS_Vs","PercentS","PercentS_Accuracy","PercentS_Precision","d34SvsVCDT_permil","d34S_Accuracy","d34S_Precision"
"83","16LKW-TW_Dp01r5","119-3647","PS3459","Whole Body Minus Guts","Chinook salmon","South","Lk Washington","Webster Point","Freshwater",NA,"parr",90.7157142857143,9.9,6,1,14.2857142857143,"Hatchery","Spring 2016",3.08937862370929,"0.56000000000000005","< 0.081","< 0.082","< 0.082","< 0.082","0.9","0.7","0.4","< 0.082","0.25","< 0.082","0.55000000000000004","1.3","4.0999999999999899","< 0.082","3","< 0.082","< 0.082","0.49","1.1000000000000001","1.1000000000000001","1","0.77","0.56000000000000005","0.49","0.77","0.5","0.65","0.28999999999999898","0.12","0.44","0.85","0.72","1.4","0.49","1.3","1.1000000000000001","0.37",2.1,"1","0.32",2.2,"0.12","0.15","0.3","< 0.083","0.21","0.68","0.21","0.66","< 0.083","< 0.083","< 0.083","< 0.083","< 0.083","< 0.082","< 0.083","< 0.082",22,27,"0.3","< 0.083","0.13","1.4",5.4,"0.64",7.8,"< 0.082","1.3","0.18","< 0.083","< 0.082","0.6","0.33","< 0.082","< 0.083","< 0.083","< 0.083","2.4","< 0.082","< 0.082","< 0.083","< 0.083",NA,NA,"PS16JuvChinC",2016-01-04,2017-01-10,"2016_Juvenile_Chinook",190.723,11.2459,-0.097837,0.17252,10.7814,0.0058048,0.12101,140.379,47.1699,1.3875,0.63868,-23.6034,0.013954,0.032888,48.013,0.8456,0.60833,0.17219,7.1033,-0.091715,0.090516
"84","16LKW-TW_Dp01r6","119-3648","PS3459","Whole Body Minus Guts","Chinook salmon","South","Lk Washington","Webster Point","Freshwater",NA,"parr",92.8628571428571,10.3142857142857,5,2,28.5714285714286,"Hatchery","Spring 2016",2.80087726698096,"0.63","< 0.15","< 0.15","< 0.15","< 0.15","0.72","0.59","0.3","< 0.15","0.23","< 0.15","0.32","1.2","3.4","< 0.15","1.6","< 0.15","< 0.15","0.5","1.2","1.2","1.1000000000000001","0.8","0.53","0.53","0.7","0.51","0.64","0.28000000000000003","< 0.15","0.38","0.61","0.71","1.2","0.48","1.2","1.2","0.32",1.9,"0.96","0.27",1.9,"< 0.15","0.15","0.25","< 0.15","0.19","0.62","0.18","0.65","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15",21,26,"0.25","< 0.15","< 0.15","1.3",4.3,"0.64",6.5,"< 0.15","1.5","0.17","< 0.15","< 0.15","1.3","0.4","< 0.15","< 0.15","< 0.15","< 0.15","3.4","< 0.15","< 0.15","< 0.15","< 0.15",NA,NA,"PS16JuvChinC",2016-01-04,2017-01-10,"2016_Juvenile_Chinook",159.081,12.3714,-0.097837,0.17252,10.1301,0.0058048,0.12101,116.453,51.6426,1.3875,0.63868,-24.218,0.013954,0.032888,48.781,0.85958,0.60833,0.17219,6.4677,-0.091715,0.090516
"85","16LKW-TW_Dp01r7","119-3649","PS3459","Whole Body Minus Guts","Chinook salmon","South","Lk Washington","Webster Point","Freshwater",NA,"parr",95.19,11.0714285714286,3,4,57.1428571428571,"Hatchery/Wild","Spring 2016",2.38602722392692,"0.65","< 0.38","< 0.38","< 0.38","< 0.38","1","0.91","0.43","< 0.38","< 0.38","< 0.38","< 0.38","2.2000000000000002","4.5999999999999899","< 0.38","< 0.38","< 0.38","< 0.38","0.5","1.2","1.1000000000000001","1.1000000000000001","0.8","0.53","0.47","0.66","0.5","0.63","< 0.38","< 0.38","0.47","0.66","0.88","1.3","0.56999999999999895","1.4","1.5","0.46",2.5,"1.2","< 0.38",2.9,"< 0.38","< 0.38","< 0.39","< 0.39","< 0.39","0.92","< 0.38","0.8","< 0.39","< 0.39","< 0.39","< 0.39","< 0.38","< 0.38","< 0.39","< 0.38",23,30,"< 0.38","< 0.39","< 0.38","2",7.5,"0.98",10,"< 0.38","1.9","< 0.38","< 0.39","< 0.38","0.99","0.48","< 0.38","< 0.38","< 0.39","< 0.39","3.3","< 0.38","< 0.38","< 0.38","< 0.39",NA,NA,"PS16JuvChinC",2016-01-04,2017-01-10,"2016_Juvenile_Chinook",171.812,12.627,-0.097837,0.17252,10.7118,0.0058048,0.12101,119.688,50.0983,1.3875,0.63868,-25.8727,0.013954,0.032888,50.96,0.87482,0.60833,0.17219,5.5576,-0.091715,0.090516
"86","16LKW-TW_Dp01r8","119-3650","PS3459","Whole Body Minus Guts","Chinook salmon","South","Lk Washington","Webster Point","Freshwater",NA,"parr",99.8185714285714,12.6428571428571,1,6,85.7142857142857,"Wild","Spring 2016",2.1224630053062,"0.72","< 0.38","< 0.39","< 0.39","< 0.39","1","0.97","0.45","< 0.39","< 0.39","< 0.39","0.59","2.6","5.6","< 0.39","< 0.39","< 0.39","< 0.39","0.49","1.1000000000000001","1","0.93","0.74","0.48","0.47","0.64","0.5","0.62","< 0.39","< 0.39","0.47","0.64","0.9","1.3","0.65","1.3","1.6","0.45",2.8,"1.1000000000000001","< 0.39",3.1,"< 0.39","< 0.39","0.41","< 0.39","< 0.39","1.1000000000000001","< 0.39","0.84","< 0.39","< 0.39","< 0.39","< 0.39","< 0.39","< 0.39","< 0.39","< 0.39",24,32,"< 0.39","< 0.39","< 0.39","2.1",7.7,"0.85",11,"< 0.39","2.2999999999999901","< 0.39","< 0.39","< 0.39","1.5","0.59","< 0.39","< 0.39","< 0.39","< 0.39","4.4000000000000004","< 0.39","< 0.39","< 0.39","< 0.39",NA,NA,"PS16JuvChinC",2016-01-04,2017-01-10,"2016_Juvenile_Chinook",223.043,13.289,-0.097837,0.17252,9.9633,0.0058048,0.12101,146.419,49.6057,1.3875,0.63868,-27.6357,0.013954,0.032888,51.566,0.87661,0.60833,0.17219,4.5378,-0.091715,0.090516
"87","16LKW-TW_Tp01","119-3651","PS3459","Whole Body Minus Guts","Chinook salmon","South","Lk Washington","Sammamish River (Bear Creek) Trap","River ",NA,"parr",70.5566666666667,4.16666666666667,1,2,66.6666666666667,"Wild","Spring 2016",2.08093438608405,"< 0.43","< 0.42","< 0.43","< 0.43","< 0.43","0.44","0.56000000000000005","< 0.43","< 0.43","< 0.43","< 0.43","< 0.43","1.6","2.6","< 0.43","< 0.43","< 0.43","< 0.43","0.52","1.3","1","0.93","0.74","< 0.43","< 0.43","0.47","< 0.43","0.44","< 0.43","< 0.43","< 0.43","< 0.43","0.6","0.94","< 0.43","0.91","1","< 0.43",1.7,"0.78","< 0.43",2,"< 0.43","< 0.43","< 0.43","< 0.43","< 0.43","0.62","< 0.43","0.53","< 0.43","< 0.43","< 0.43","< 0.43","< 0.43","< 0.43","< 0.43","< 0.43",15,19,"< 0.43","< 0.43","< 0.43","0.66",4.8,"< 0.43",5.4,"< 0.43","1.6","< 0.43","< 0.43","< 0.43","0.75","< 0.43","< 0.43","< 0.43","< 0.43","< 0.43","2.2999999999999901","< 0.43","< 0.43","< 0.43","< 0.43",NA,NA,"PS16JuvChinC",2016-01-04,2017-01-10,"2016_Juvenile_Chinook",174.717,12.2423,-0.17912,0.094443,12.4409,-0.050213,0.081003,120.15,46.52,-0.25449,0.36234,-29.1545,0.038265,0.040037,55.977,0.93859,0.60833,0.17219,4.4044,-0.091715,0.090516
"88","16EL-TW_Dfp01r1","119-3652","PS3459","Whole Body Minus Guts","Chinook salmon","North West","Elwha","NDE","Delta",NA,"fry/parr",75.8583333333333,5.53333333333333,0,6,100,"Wild","Spring 2016",3.58288618900685,"< 0.27","< 0.26","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","0.43","1","0.92","0.84","0.67","0.35","< 0.27","0.35","< 0.27","0.32","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","0.39","< 0.27","0.36","0.31","< 0.27",0.52,"< 0.27","< 0.27",0.579999999999999,"< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27",7.1,8.9,"< 0.27","< 0.27","< 0.27","< 0.26",0.78,"< 0.27",0.78,"< 0.27","0.33","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","0.33","< 0.27","< 0.27","< 0.27","< 0.27",NA,NA,"PS16JuvChinC",2016-01-04,2017-01-10,"2016_Juvenile_Chinook",138.728,11.5763,-0.17912,0.094443,9.0965,-0.050213,0.081003,106.455,49.0635,-0.25449,0.36234,-28.1871,0.038265,0.040037,46.916,0.79736,0.60833,0.17219,2.5832,-0.091715,0.090516
"89","16EL-TW_Dfp01r2","119-3653","PS3459","Whole Body Minus Guts","Chinook salmon","North West","Elwha","NDE","Delta",NA,"fry/parr",84.146,7.68,0,5,100,"Wild","Spring 2016",3.30896141183568,"< 0.38","< 0.37","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","0.42","1","0.85","0.8","0.65","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38",0.45,"< 0.38","< 0.38",0.52,"< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38",4.7,5.6,"< 0.38","< 0.38","< 0.38","< 0.37",0.49,"< 0.38",0.49,"< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38","< 0.38",NA,NA,"PS16JuvChinC",2016-01-04,2017-01-10,"2016_Juvenile_Chinook",137.669,11.8979,-0.17912,0.094443,8.7525,-0.050213,0.081003,102.138,48.7682,-0.25449,0.36234,-28.3209,0.038265,0.040037,46.916,0.83116,0.60833,0.17219,2.721,-0.091715,0.090516
"90","16EL-TW_Dfp01r3","119-3654","PS3459","Whole Body Minus Guts","Chinook salmon","North West","Elwha","NDE","Delta",NA,"fry/parr",86.6066666666667,8.56666666666667,0,6,100,"Wild","Spring 2016",4.05388825128706,"< 0.34","< 0.33","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","0.41","0.96","0.85","0.88","0.66","0.36","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","0.37","< 0.34","0.39","< 0.34","< 0.34",0.47,"< 0.34","< 0.34",0.51,"< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34",5.9,7,"< 0.34","< 0.34","< 0.34","< 0.33",0.55,"< 0.34",0.55,"< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34","< 0.34",NA,NA,"PS16JuvChinC",2016-01-04,2017-01-10,"2016_Juvenile_Chinook",154.273,11.5708,-0.17912,0.094443,9.0447,-0.050213,0.081003,118.985,49.2803,-0.25449,0.36234,-28.6864,0.038265,0.040037,49.031,0.81479,0.60833,0.17219,3.3824,-0.091715,0.090516
"91","16EL-TW_Dfp02r1","119-3655","PS3459","Whole Body Minus Guts","Chinook salmon","North West","Elwha","WESC","Delta",NA,"fry/parr",49.9511111111111,1.41111111111111,0,9,100,"Wild","Spring 2016",1.20923493380069,"< 0.40","< 0.39","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","0.44","1.1000000000000001","0.89","0.88","0.69","< 0.40","< 0.41","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40",0.55,"< 0.40","< 0.40",0.64,"< 0.40","< 0.40","< 0.41","< 0.41","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40",5.2,6.3,"< 0.40","< 0.40","< 0.40","< 0.39",0.72,"< 0.40",0.72,"< 0.40","0.44","< 0.40","< 0.41","< 0.40","0.42","< 0.40","< 0.40","< 0.40","< 0.40","< 0.40","0.86","< 0.40","< 0.40","< 0.40","< 0.40",NA,NA,"PS16JuvChinC",2016-01-04,2017-01-10,"2016_Juvenile_Chinook",166.027,11.3895,-0.17912,0.094443,9.5498,-0.050213,0.081003,107.767,40.8733,-0.25449,0.36234,-24.5771,0.038265,0.040037,59.84,0.95832,0.60833,0.17219,6.1556,-0.091715,0.090516
"92","16SN-TW_Dfp01r1","119-3660","PS3464","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Ebey Slough - Quilceda","Delta","Outside Mainstem","fry/parr",68.3771428571429,3.32857142857143,0,7,100,"Wild","Spring 2016",1.33761194748359,"< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","0.36","0.36","< 0.21","< 0.21","< 0.21","< 0.21","0.22","0.55000000000000004","0.63","0.56000000000000005","0.41","0.26","0.3","0.42","0.31","0.38","< 0.21","< 0.21","0.28999999999999898","0.39","0.73","0.95","0.39","0.7","0.86","0.37",2.2,"0.71","0.22",2.6,"< 0.21","< 0.21","0.28999999999999898","< 0.21","0.22","0.7","0.31","0.71","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21",17,23,"< 0.21","< 0.21","< 0.21","0.3",4.9,"< 0.21",5.2,"< 0.21","1.5","< 0.21","< 0.21","< 0.21","0.45","0.43","< 0.21","< 0.21","< 0.21","< 0.21","2.4","< 0.21","< 0.21","< 0.21","< 0.21",NA,NA,"PS16JuvChinD",2017-01-24,2017-01-30,"2016_Juvenile_Chinook",210.259,12.6919,-0.29239,0.25747,11.5225,-0.038155,0.044046,137.161,45.0364,-1.1437,1.1297,-20.1065,-0.0025834,0.047394,58.533,0.97316,0.25213,0.059466,10.8984,-0.15735,0.064371
"93","16SN-TW_Dfp01r2","119-3661","PS3464","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Ebey Slough - Quilceda","Delta","Outside Mainstem","fry/parr",78.328,5.36,3,2,40,"Hatchery/Wild","Spring 2016",2.18110723233507,"0.28999999999999898","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","0.28000000000000003","< 0.23","< 0.23","< 0.23","0.52","0.6","0.56000000000000005","0.39","0.27","0.27","0.38","0.33","0.42","< 0.23","< 0.23","< 0.23","0.35","0.51","0.72","0.32","0.62","0.72","0.28000000000000003",1.3,"0.51","< 0.23",1.6,"< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","0.5","< 0.23","0.49","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23",12,16,"< 0.23","< 0.23","< 0.23","0.24",2,"< 0.23",2.2,"< 0.23","3","< 0.23","< 0.23","< 0.23","1.1000000000000001","0.44","< 0.23","< 0.23","< 0.23","< 0.23","4.5999999999999899","< 0.23","< 0.23","< 0.23","< 0.23",NA,NA,"PS16JuvChinD",2017-01-24,2017-01-30,"2016_Juvenile_Chinook",189.25,12.0464,-0.29239,0.25747,11.1442,-0.038155,0.044046,129.301,44.8021,-1.1437,1.1297,-19.9668,-0.0025834,0.047394,55.823,0.92454,0.25213,0.059466,11.4902,-0.15735,0.064371
"94","16SN-TW_Dp01r1","119-3662","PS3464","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Ebey Slough - Quilceda","Delta","Outside Mainstem","parr",65.76,3.2,4,0,0,"Hatchery","Spring 2016",1.39154341963296,"0.25","< 0.21","< 0.22","< 0.22","< 0.22","< 0.22","< 0.21","< 0.21","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.21","< 0.21","< 0.22","< 0.22","< 0.21","0.5","0.56999999999999895","0.54","0.36","0.25","0.23","0.35","0.28999999999999898","0.4","< 0.22","< 0.21","0.24","0.36","0.46","0.76","0.28999999999999898","0.64","0.66","0.28000000000000003",1.4,"0.67","< 0.21",1.7,"< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","0.51","< 0.22","0.64","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.21","< 0.22","< 0.22",12,16,"< 0.22","< 0.22","< 0.22","< 0.21",1.7,"< 0.22",1.7,"< 0.21","0.81","< 0.22","< 0.22","< 0.22","0.37","0.24","< 0.22","< 0.22","< 0.22","< 0.22","1.4","< 0.22","< 0.22","< 0.22","< 0.22",NA,NA,"PS16JuvChinD",2017-01-24,2017-01-30,"2016_Juvenile_Chinook",184.916,11.158,-0.29239,0.25747,11.2581,-0.038155,0.044046,122.443,40.2379,-1.1437,1.1297,-19.0741,-0.0025834,0.047394,55.276,0.92729,0.25213,0.059466,11.9473,-0.15735,0.064371
"95","16SN-TW_Dp01r2","119-3663","PS3464","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Ebey Slough - Quilceda","Delta","Outside Mainstem","fry/parr",73.0071428571429,4.05714285714286,5,2,28.5714285714286,"Hatchery","Spring 2016",2.00106289262064,"0.34","< 0.24","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","0.25","0.25","< 0.25","0.38","< 0.25","< 0.25","< 0.25","0.55000000000000004","0.62","0.61","0.4","0.28999999999999898","0.26","0.41","0.32","0.45","< 0.25","< 0.25","< 0.25","0.41","0.49","0.77","0.28999999999999898","0.69","0.65","< 0.25",1.2,"0.55000000000000004","< 0.25",1.3,"< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","0.36","< 0.25","0.43","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25",11,15,"< 0.25","< 0.25","< 0.25","0.27",2.4,"< 0.25",2.6,"< 0.25","0.76","< 0.25","< 0.25","< 0.25","0.79","0.43","< 0.25","< 0.25","< 0.25","< 0.25","2","< 0.25","< 0.25","< 0.25","< 0.25",NA,NA,"PS16JuvChinD",2017-01-24,2017-01-30,"2016_Juvenile_Chinook",186.327,12.2673,-0.29239,0.25747,11.2673,-0.038155,0.044046,127.855,45.8274,-1.1437,1.1297,-19.24,-0.0025834,0.047394,55.981,0.91694,0.25213,0.059466,12.1073,-0.15735,0.064371
"96","16SN-TW_Dp01r3","119-3664","PS3464","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Ebey Slough - Quilceda","Delta","Outside Mainstem","parr",78.545,4.8,2,0,0,"Hatchery","Spring 2016",1.51052599498033,"0.36","< 0.26","< 0.27","< 0.27","< 0.27","< 0.27","< 0.26","< 0.26","< 0.26","< 0.27","< 0.27","< 0.26","0.31","0.31","< 0.26","0.35","< 0.27","< 0.27","0.34","0.84","0.85","0.76","0.56000000000000005","0.36","0.3","0.43","0.35","0.49","< 0.27","< 0.26","< 0.27","0.38","0.42","0.69","0.28000000000000003","0.66","0.64","< 0.27",1,"0.53","< 0.26",1.1,"< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","0.31","< 0.27","0.45","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.26","< 0.27","< 0.27",12,15,"< 0.27","< 0.27","< 0.26","< 0.26",1.8,"< 0.27",1.8,"< 0.26","0.62","< 0.27","< 0.27","< 0.27","< 0.26","< 0.27","< 0.26","< 0.27","< 0.27","< 0.27","0.62","< 0.27","< 0.27","< 0.27","< 0.27",NA,"Due to limited sample mass, 0.5 g was used for dry wts instead of 1 g.  DM 1/24/2017","PS16JuvChinD",2017-01-24,2017-01-30,"2016_Juvenile_Chinook",191.984,10.7704,-0.1151,0.14484,11.5655,-0.038889,0.082884,130.861,40.6997,0.18197,0.61283,-19.2254,-0.021098,0.035562,50.792,0.85523,0.25213,0.059466,11.9933,-0.15735,0.064371
"97","16SN-TW_Df02r1","119-3665","PS3464","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Ebey Slough - Ebey","Delta","Outside Mainstem","fry",40.1826666666667,0.593333333333333,0,15,100,"Wild","Spring 2016",1.86318598535601,"0.39","< 0.24","< 0.24","< 0.24","< 0.24","0.32","0.31","< 0.24","< 0.24","< 0.25","< 0.24","< 0.24","0.85","1.5","< 0.24","0.37","< 0.25","< 0.24","< 0.24","0.59","0.77","0.78","0.47","0.43","0.38","0.74","0.54","0.71","0.33","< 0.24","0.5","0.91","1.2","2","0.61","1.5","1.4","0.52",3.1,"1.6","0.48",3.6,"< 0.24","< 0.24","0.32","< 0.25","0.3","0.8","0.34","1.2","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.24","< 0.25","< 0.24",26,34,"< 0.24","< 0.25","< 0.24","0.68",8.8,"0.45",10,"< 0.24","5","0.52","< 0.25","< 0.24","1.5","0.81","< 0.24","< 0.25","< 0.25","< 0.25","7.7","< 0.24","< 0.24","< 0.25","< 0.25",NA,"Due to limited sample mass, 0.5 g was used for dry wts instead of 1 g.  DM 1/24/2017","PS16JuvChinD",2017-01-24,2017-01-30,"2016_Juvenile_Chinook",198.047,12.5871,-0.29239,0.25747,14.4715,-0.038155,0.044046,135.454,46.8403,-1.1437,1.1297,-20.3166,-0.0025834,0.047394,57.575,0.98999,0.25213,0.059466,13.4731,-0.15735,0.064371
"98","16SN-TW_Df02r2","119-3666","PS3464","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Ebey Slough - Ebey","Delta","Outside Mainstem","fry",44.438,1.09,0,10,100,"Wild","Spring 2016",1.3724118654149,"< 0.31","< 0.31","< 0.31","< 0.31","< 0.31","< 0.31","< 0.31","< 0.31","< 0.31","< 0.31","< 0.31","< 0.31","0.34","0.34","< 0.31","< 0.31","< 0.31","< 0.31","< 0.31","0.6","0.69","0.7","0.45","0.32","< 0.32","0.43","0.35","0.52","< 0.31","< 0.31","0.34","0.45","0.7","1.1000000000000001","0.4","0.93","0.97","< 0.31",1.8,"0.86","< 0.31",2,"< 0.31","< 0.31","< 0.32","< 0.32","< 0.31","0.51","< 0.31","0.55000000000000004","< 0.31","< 0.31","< 0.31","< 0.31","< 0.31","< 0.31","< 0.31","< 0.31",15,20,"< 0.31","< 0.31","< 0.31","< 0.31",4.2,"< 0.31",4.2,"< 0.31","2.1","< 0.31","< 0.31","< 0.31","1.1000000000000001","0.53","< 0.31","< 0.31","< 0.31","< 0.31","3.7","< 0.31","< 0.31","< 0.31","< 0.31",NA,NA,"PS16JuvChinD",2017-01-24,2017-01-30,"2016_Juvenile_Chinook",173.539,12.6871,-0.29239,0.25747,12.251,-0.038155,0.044046,113.89,45.3824,-1.1437,1.1297,-21.9029,-0.0025834,0.047394,55.509,0.9684,0.25213,0.059466,11.9516,-0.15735,0.064371
"99","16SN-TW_Dfp02r1","119-3667","PS3464","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Ebey Slough - Ebey","Delta","Outside Mainstem","fry/parr",67.8571428571429,3.65714285714286,0,7,100,"Wild","Spring 2016",1.33701582202468,"< 0.30","< 0.29","< 0.30","< 0.30","< 0.30","< 0.30","< 0.29","< 0.29","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","< 0.29","< 0.30","< 0.30","< 0.29","0.66","0.74","0.7","0.49","< 0.30","< 0.30","0.38","0.34","0.43","< 0.30","< 0.29","< 0.30","0.32","0.45","0.56999999999999895","< 0.30","0.56999999999999895","0.64","< 0.30",0.93,"0.36","< 0.30",1,"< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","0.34","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30",8.9,11,"< 0.30","< 0.30","< 0.30","< 0.29",1.5,"< 0.30",1.5,"< 0.29","2","< 0.30","< 0.30","< 0.30","1.3","0.4","< 0.30","< 0.30","< 0.30","< 0.30","3.7","< 0.30","< 0.30","< 0.30","< 0.30",NA,NA,"PS16JuvChinD",2017-01-24,2017-01-30,"2016_Juvenile_Chinook",159.056,11.851,-0.29239,0.25747,11.3643,-0.038155,0.044046,103.324,42.0096,-1.1437,1.1297,-22.1874,-0.0025834,0.047394,57.824,1.0086,0.25213,0.059466,11.686,-0.15735,0.064371
